Control ID,Description,Bridging SCF Controls,Relevant SCG Controls
1.1,1.1 Processes and mechanisms for installing and maintaining network security controls are defined and understood.,"CFG-02, NET-04","esx-9.network-bpdu, esx-9.network-dvfilter, esx-9.network-rpf-promisc, esx-9.network-standard-reject-forged-transmit, esx-9.network-standard-reject-mac-changes, esx-9.network-standard-reject-promiscuous-mode, vcenter-9.network-reject-promiscuous-mode-dvportgroup, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-vgt, vcf-9.secure-baseline, vm-9.dvfilter, vsan-9.file-services-access-control-nfs"
1.2.1,"1.2.1 Configuration standards for NSC rulesets are:
 • Defined.
 • Implemented.
 • Maintained.","CFG-02, NET-06","esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, vcf-9.secure-baseline, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
1.2.2,"1.2.2 All changes to network connections and to configurations of NSCs are approved and managed in accordance with the change control process defined at Requirement 6.5.1.
 Applicability Notes
 Changes to network connections include the addition, removal, or modification of a connection. 
 Changes to NSC configurations include those related to the component itself as well as those affecting how it performs its security function.",CHG-02,vsan-9.auto-policy-management
1.2.3,"1.2.3 An accurate network diagram(s) is maintained that shows all connections between the CDE and other networks, including any wireless networks.
 Applicability Notes
 A current network diagram(s) or other technical or topological solution that identifies network connections and devices can be used to meet this requirement.",NET-06,"esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
1.2.4,"1.2.4 An accurate data-flow diagram(s) is maintained that meets the following: 
 • Shows all account data flows across systems and networks.
 • Updated as needed upon changes to the environment.
 Applicability Notes
 A data-flow diagram(s) or other technical or topological solution that identifies flows of account data across systems and networks can be used to meet this requirement.",NET-06,"esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
1.2.5,"1.2.5 All services, protocols and ports allowed are identified, approved, and have a defined business need.","CFG-03, NET-06","automation-9.activity-log, esx-9.ceip-disable, esx-9.deactivate-mob, esx-9.deactivate-shell, esx-9.forensic-snapshots, esx-9.hardware-management-security, esx-9.hardware-ports, esx-9.hardware-virtual-nic, esx-9.network-dvfilter, esx-9.nfs-traffic-protection, esx-9.snmp, esx-9.ssh, esx-9.vmk-storage, esx-9.vmk-vmotion, guest-9.tools-deactivate-appinfo, guest-9.tools-deactivate-containerinfo, guest-9.tools-deactivate-guestoperations, guest-9.tools-deactivate-gueststoreupgrade, guest-9.tools-deactivate-servicediscovery, installer-9.security, nsx-9.ceip-disable, nsx-9.dhcp-disable, nsx-9.multicast-disable, nsx-9.snmp, nsx-9.ssh, nsx-9.t1-dhcp-disable, nsx-9.t1-multicast-disable, operations-9.ceip-disable, operations-9.in-page-feedback, pnr-9.ssh, vcenter-9.ceip-disable, vcenter-9.client-feedback, vcenter-9.client-telemetry, vcenter-9.network-restrict-discovery-protocol, vcenter-9.snmp, vcenter-9.ssh, vcenter-9.vds-health-check-disable, vm-9.deactivate-console-copy, vm-9.deactivate-console-paste, vm-9.deactivate-disk-shrinking-shrink, vm-9.deactivate-disk-shrinking-wiper, vm-9.deactivate-non-essential-3d-features, vm-9.dvfilter, vm-9.efi-boot-types, vm-9.isolation-device-connectable-deactivate, vm-9.isolation-tools-dnd-deactivate, vm-9.pci-passthrough, vm-9.persistent-disk, vm-9.remove-unnecessary-devices, vm-9.restrict-host-info, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
1.2.6,"1.2.6 Security features are defined and implemented for all services, protocols, and ports that are in use and considered to be insecure, such that the risk is mitigated.","CFG-02, CFG-03, NET-06","automation-9.activity-log, esx-9.ceip-disable, esx-9.deactivate-mob, esx-9.deactivate-shell, esx-9.forensic-snapshots, esx-9.hardware-management-security, esx-9.hardware-ports, esx-9.hardware-virtual-nic, esx-9.network-dvfilter, esx-9.nfs-traffic-protection, esx-9.snmp, esx-9.ssh, esx-9.vmk-storage, esx-9.vmk-vmotion, guest-9.tools-deactivate-appinfo, guest-9.tools-deactivate-containerinfo, guest-9.tools-deactivate-guestoperations, guest-9.tools-deactivate-gueststoreupgrade, guest-9.tools-deactivate-servicediscovery, installer-9.security, nsx-9.ceip-disable, nsx-9.dhcp-disable, nsx-9.multicast-disable, nsx-9.snmp, nsx-9.ssh, nsx-9.t1-dhcp-disable, nsx-9.t1-multicast-disable, operations-9.ceip-disable, operations-9.in-page-feedback, pnr-9.ssh, vcenter-9.ceip-disable, vcenter-9.client-feedback, vcenter-9.client-telemetry, vcenter-9.network-restrict-discovery-protocol, vcenter-9.snmp, vcenter-9.ssh, vcenter-9.vds-health-check-disable, vcf-9.secure-baseline, vm-9.deactivate-console-copy, vm-9.deactivate-console-paste, vm-9.deactivate-disk-shrinking-shrink, vm-9.deactivate-disk-shrinking-wiper, vm-9.deactivate-non-essential-3d-features, vm-9.dvfilter, vm-9.efi-boot-types, vm-9.isolation-device-connectable-deactivate, vm-9.isolation-tools-dnd-deactivate, vm-9.pci-passthrough, vm-9.persistent-disk, vm-9.remove-unnecessary-devices, vm-9.restrict-host-info, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
1.2.7,1.2.7 Configurations of NSCs are reviewed at least once every six months to confirm they are relevant and effective.,"CFG-03.1, NET-06","esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, nsx-9.inactive-interfaces, nsx-9.routing-protocols-unused, nsx-9.t1-inactive-interfaces, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
1.2.8,"1.2.8 Configuration files for NSCs are: 
 • Secured from unauthorized access. 
 • Kept consistent with active network configurations. 
 Applicability Notes
 Any file or setting used to configure or synchronize NSCs is considered to be a “configuration file.” This includes files, automated and system-based controls, scripts, settings, infrastructure as code, or other parameters that are backed up, archived, or stored remotely.","CHG-04, NET-06","esx-9.hardware-management-config-lock, esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, guest-9.tools-add-feature, guest-9.tools-allow-transforms, guest-9.tools-globalconf, guest-9.tools-prevent-recustomization, guest-9.tools-remove-feature, vsan-9.managed-disk-claim, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
1.3,1.3 Network access to and from the cardholder data environment is restricted.,"IAC-21, NET-04, NET-04.1, NET-06","esx-9.ad-admin-group-autoadd, esx-9.firewall-incoming-default, esx-9.firewall-restrict-access, esx-9.lockdown-dcui-access, esx-9.lockdown-exception-users, esx-9.network-bpdu, esx-9.network-dvfilter, esx-9.network-rpf-promisc, esx-9.network-standard-reject-forged-transmit, esx-9.network-standard-reject-mac-changes, esx-9.network-standard-reject-promiscuous-mode, esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, operations-9.firewall-hardening, vcenter-9.network-reject-promiscuous-mode-dvportgroup, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-vgt, vcenter-9.vami-firewall-restrict-access, vcf-9.perimeter-firewall, vcf-9.permissions-roles, vm-9.dvfilter, vm-9.isolation-device-connectable-deactivate, vm-9.pci-passthrough, vsan-9.file-services-access-control-nfs, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
1.3.1,"1.3.1 Inbound traffic to the CDE is restricted as follows: 
 • To only traffic that is necessary, 
 • All other traffic is specifically denied.","NET-04, NET-04.1, NET-06","esx-9.firewall-incoming-default, esx-9.firewall-restrict-access, esx-9.network-bpdu, esx-9.network-dvfilter, esx-9.network-rpf-promisc, esx-9.network-standard-reject-forged-transmit, esx-9.network-standard-reject-mac-changes, esx-9.network-standard-reject-promiscuous-mode, esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, operations-9.firewall-hardening, vcenter-9.network-reject-promiscuous-mode-dvportgroup, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-vgt, vcenter-9.vami-firewall-restrict-access, vcf-9.perimeter-firewall, vm-9.dvfilter, vsan-9.file-services-access-control-nfs, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
1.3.2,"1.3.2 Outbound traffic from the CDE is restricted as follows: 
 • To only traffic that is necessary.
 • All other traffic is specifically denied.","NET-03.5, NET-04, NET-04.1, NET-06","esx-9.firewall-incoming-default, esx-9.firewall-restrict-access, esx-9.network-bpdu, esx-9.network-dvfilter, esx-9.network-rpf-promisc, esx-9.network-standard-reject-forged-transmit, esx-9.network-standard-reject-mac-changes, esx-9.network-standard-reject-promiscuous-mode, esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, operations-9.firewall-hardening, vcenter-9.network-reject-promiscuous-mode-dvportgroup, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-mirroring, vcenter-9.network-vgt, vcenter-9.vami-firewall-restrict-access, vcf-9.perimeter-firewall, vm-9.dvfilter, vsan-9.file-services-access-control-nfs, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
1.3.3,"1.3.3 NSCs are installed between all wireless networks and the CDE, regardless of whether the wireless network is a CDE, such that: 
 • All wireless traffic from wireless networks into the CDE is denied by default.
 • Only wireless traffic with an authorized business purpose is allowed into the CDE.","NET-03, NET-04.1, NET-06","esx-9.firewall-incoming-default, esx-9.firewall-restrict-access, esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vcenter-9.vami-firewall-restrict-access, vcf-9.perimeter-firewall, vsan-9.file-services-access-control-nfs, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
1.4,1.4 Network connections between trusted and untrusted networks are controlled.,"CFG-03, NET-03","automation-9.activity-log, esx-9.ceip-disable, esx-9.deactivate-mob, esx-9.deactivate-shell, esx-9.forensic-snapshots, esx-9.hardware-management-security, esx-9.hardware-ports, esx-9.hardware-virtual-nic, esx-9.network-dvfilter, esx-9.snmp, esx-9.ssh, guest-9.tools-deactivate-appinfo, guest-9.tools-deactivate-containerinfo, guest-9.tools-deactivate-guestoperations, guest-9.tools-deactivate-gueststoreupgrade, guest-9.tools-deactivate-servicediscovery, installer-9.security, nsx-9.ceip-disable, nsx-9.dhcp-disable, nsx-9.ibgp-source-loopback, nsx-9.multicast-disable, nsx-9.reverse-path-forwarding, nsx-9.snmp, nsx-9.ssh, nsx-9.t1-dhcp-disable, nsx-9.t1-multicast-disable, operations-9.ceip-disable, operations-9.firewall-hardening, operations-9.in-page-feedback, pnr-9.ssh, vcenter-9.ceip-disable, vcenter-9.client-feedback, vcenter-9.client-telemetry, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-discovery-protocol, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vcenter-9.snmp, vcenter-9.ssh, vcenter-9.vds-health-check-disable, vm-9.deactivate-console-copy, vm-9.deactivate-console-paste, vm-9.deactivate-disk-shrinking-shrink, vm-9.deactivate-disk-shrinking-wiper, vm-9.deactivate-non-essential-3d-features, vm-9.dvfilter, vm-9.efi-boot-types, vm-9.isolation-device-connectable-deactivate, vm-9.isolation-tools-dnd-deactivate, vm-9.pci-passthrough, vm-9.persistent-disk, vm-9.remove-unnecessary-devices, vm-9.restrict-host-info, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
1.4.1,1.4.1 NSCs are implemented between trusted and untrusted networks.,"CFG-03, NET-03, NET-06, NET-09","automation-9.activity-log, esx-9.ceip-disable, esx-9.deactivate-mob, esx-9.deactivate-shell, esx-9.forensic-snapshots, esx-9.hardware-management-security, esx-9.hardware-ports, esx-9.hardware-virtual-nic, esx-9.network-dvfilter, esx-9.nfs-traffic-protection, esx-9.snmp, esx-9.ssh, esx-9.vmk-storage, esx-9.vmk-vmotion, guest-9.tools-deactivate-appinfo, guest-9.tools-deactivate-containerinfo, guest-9.tools-deactivate-guestoperations, guest-9.tools-deactivate-gueststoreupgrade, guest-9.tools-deactivate-servicediscovery, installer-9.security, nsx-9.bgp-encryption, nsx-9.ceip-disable, nsx-9.dhcp-disable, nsx-9.ibgp-source-loopback, nsx-9.multicast-disable, nsx-9.ospf-encryption, nsx-9.reverse-path-forwarding, nsx-9.snmp, nsx-9.ssh, nsx-9.t1-dhcp-disable, nsx-9.t1-multicast-disable, operations-9.ceip-disable, operations-9.firewall-hardening, operations-9.in-page-feedback, pnr-9.ssh, vcenter-9.ceip-disable, vcenter-9.client-feedback, vcenter-9.client-telemetry, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-discovery-protocol, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vcenter-9.snmp, vcenter-9.ssh, vcenter-9.vds-health-check-disable, vm-9.deactivate-console-copy, vm-9.deactivate-console-paste, vm-9.deactivate-disk-shrinking-shrink, vm-9.deactivate-disk-shrinking-wiper, vm-9.deactivate-non-essential-3d-features, vm-9.dvfilter, vm-9.efi-boot-types, vm-9.isolation-device-connectable-deactivate, vm-9.isolation-tools-dnd-deactivate, vm-9.pci-passthrough, vm-9.persistent-disk, vm-9.remove-unnecessary-devices, vm-9.restrict-host-info, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
1.4.2,"1.4.2 Inbound traffic from untrusted networks to trusted networks is restricted to: 
 • Communications with system components that are authorized to provide publicly accessible services, protocols, and ports.
 • Stateful responses to communications initiated by system components in a trusted network.
 • All other traffic is denied.
 Applicability Notes
 The intent of this requirement is to address communication sessions between trusted and untrusted networks, rather than the specifics of protocols.
 This requirement does not limit the use of UDP or other connectionless network protocols if state is maintained by the NSC.","CFG-03, NET-03, NET-03.1, NET-04, NET-04.1, NET-06","automation-9.activity-log, esx-9.ceip-disable, esx-9.deactivate-mob, esx-9.deactivate-shell, esx-9.firewall-incoming-default, esx-9.firewall-restrict-access, esx-9.forensic-snapshots, esx-9.hardware-management-security, esx-9.hardware-ports, esx-9.hardware-virtual-nic, esx-9.network-bpdu, esx-9.network-dvfilter, esx-9.network-rpf-promisc, esx-9.network-standard-reject-forged-transmit, esx-9.network-standard-reject-mac-changes, esx-9.network-standard-reject-promiscuous-mode, esx-9.nfs-traffic-protection, esx-9.snmp, esx-9.ssh, esx-9.vmk-storage, esx-9.vmk-vmotion, guest-9.tools-deactivate-appinfo, guest-9.tools-deactivate-containerinfo, guest-9.tools-deactivate-guestoperations, guest-9.tools-deactivate-gueststoreupgrade, guest-9.tools-deactivate-servicediscovery, installer-9.security, nsx-9.api-rate-limits, nsx-9.ceip-disable, nsx-9.dhcp-disable, nsx-9.ibgp-source-loopback, nsx-9.multicast-disable, nsx-9.reverse-path-forwarding, nsx-9.snmp, nsx-9.ssh, nsx-9.t1-dhcp-disable, nsx-9.t1-multicast-disable, operations-9.ceip-disable, operations-9.firewall-hardening, operations-9.in-page-feedback, pnr-9.ssh, vcenter-9.ceip-disable, vcenter-9.client-feedback, vcenter-9.client-telemetry, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reject-promiscuous-mode-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-discovery-protocol, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vcenter-9.network-vgt, vcenter-9.snmp, vcenter-9.ssh, vcenter-9.vami-firewall-restrict-access, vcenter-9.vds-health-check-disable, vcf-9.perimeter-firewall, vm-9.deactivate-console-copy, vm-9.deactivate-console-paste, vm-9.deactivate-disk-shrinking-shrink, vm-9.deactivate-disk-shrinking-wiper, vm-9.deactivate-non-essential-3d-features, vm-9.dvfilter, vm-9.efi-boot-types, vm-9.isolation-device-connectable-deactivate, vm-9.isolation-tools-dnd-deactivate, vm-9.pci-passthrough, vm-9.persistent-disk, vm-9.remove-unnecessary-devices, vm-9.restrict-host-info, vsan-9.file-services-access-control-nfs, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
1.4.3,1.4.3 Anti-spoofing measures are implemented to detect and block forged source IP addresses from entering the trusted network.,NET-04,"esx-9.network-bpdu, esx-9.network-dvfilter, esx-9.network-rpf-promisc, esx-9.network-standard-reject-forged-transmit, esx-9.network-standard-reject-mac-changes, esx-9.network-standard-reject-promiscuous-mode, vcenter-9.network-reject-promiscuous-mode-dvportgroup, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-vgt, vm-9.dvfilter, vsan-9.file-services-access-control-nfs"
1.4.5,1.4.5 The disclosure of internal IP addresses and routing information is limited to only authorized parties.,NET-03.3,"vcenter-9.network-restrict-discovery-protocol, vcenter-9.vds-health-check-disable"
1.5.1,"1.5.1 Security controls are implemented on any computing devices, including company- and employee-owned devices, that connect to both untrusted networks (including the Internet) and the CDE as follows. 
 • Specific configuration settings are defined to prevent threats being introduced into the entity’s network. 
 • Security controls are actively running.
 • Security controls are not alterable by users of the computing devices unless specifically documented and authorized by management on a case-by-case basis for a limited period.
 Applicability Notes
 These security controls may be temporarily disabled only if there is legitimate technical need, as authorized by management on a case-by-case basis. If these security controls need to be disabled for a specific purpose, it must be formally authorized. Additional security measures may also need to be implemented for the period during which these security controls are not active.
 This requirement applies to employee-owned and company-owned computing devices. Systems that cannot be managed by corporate policy introduce weaknesses and provide opportunities that malicious individuals may exploit.",END-05,"esx-9.firewall-restrict-access, vcenter-9.vami-firewall-restrict-access"
2.2,2.2 System components are configured and managed securely.,CFG-02,vcf-9.secure-baseline
2.2.1,"2.2.1 Configuration standards are developed, implemented, and maintained to:
 • Cover all system components.
 • Address all known security vulnerabilities. 
 • Be consistent with industry-accepted system hardening standards or vendor hardening recommendations. 
 • Be updated as new vulnerability issues are identified, as defined in Requirement 6.3.1.
 • Be applied when new systems are configured and verified as in place before or immediately after a system component is connected to a production environment.",CFG-02,vcf-9.secure-baseline
2.2.2,"2.2.2 Vendor default accounts are managed as follows:
 • If the vendor default account(s) will be used, the default password is changed per Requirement 8.3.6.
 • If the vendor default account(s) will not be used, the account is removed or disabled.
 Applicability Notes
 This applies to ALL vendor default accounts and passwords, including, but not limited to, those used by operating systems, software that provides security services, application and system accounts, point-of-sale (POS) terminals, payment applications, and Simple Network Management Protocol (SNMP) defaults.
 This requirement also applies where a system component is not installed within an entity’s environment, for example, software and applications that are part of the CDE and are accessed via a cloud subscription service.",IAC-10.8,"esx-9.ad-admin-group-name, esx-9.hardware-management-security, sddc-9.api-admin"
2.2.4,"2.2.4 Only necessary services, protocols, daemons, and functions are enabled, and all unnecessary functionality is removed or disabled.",CFG-03,"automation-9.activity-log, esx-9.ceip-disable, esx-9.deactivate-mob, esx-9.deactivate-shell, esx-9.forensic-snapshots, esx-9.hardware-management-security, esx-9.hardware-ports, esx-9.hardware-virtual-nic, esx-9.network-dvfilter, esx-9.snmp, esx-9.ssh, guest-9.tools-deactivate-appinfo, guest-9.tools-deactivate-containerinfo, guest-9.tools-deactivate-guestoperations, guest-9.tools-deactivate-gueststoreupgrade, guest-9.tools-deactivate-servicediscovery, installer-9.security, nsx-9.ceip-disable, nsx-9.dhcp-disable, nsx-9.multicast-disable, nsx-9.snmp, nsx-9.ssh, nsx-9.t1-dhcp-disable, nsx-9.t1-multicast-disable, operations-9.ceip-disable, operations-9.in-page-feedback, pnr-9.ssh, vcenter-9.ceip-disable, vcenter-9.client-feedback, vcenter-9.client-telemetry, vcenter-9.network-restrict-discovery-protocol, vcenter-9.snmp, vcenter-9.ssh, vcenter-9.vds-health-check-disable, vm-9.deactivate-console-copy, vm-9.deactivate-console-paste, vm-9.deactivate-disk-shrinking-shrink, vm-9.deactivate-disk-shrinking-wiper, vm-9.deactivate-non-essential-3d-features, vm-9.dvfilter, vm-9.efi-boot-types, vm-9.isolation-device-connectable-deactivate, vm-9.isolation-tools-dnd-deactivate, vm-9.pci-passthrough, vm-9.persistent-disk, vm-9.remove-unnecessary-devices, vm-9.restrict-host-info, vsan-9.hcl-internet"
2.2.7,"2.2.7 All non-console administrative access is encrypted using strong cryptography.
 Applicability Notes
 This includes administrative access via browser-based interfaces and application programming interfaces (APIs).",CRY-01,"esx-9.entropy, esx-9.hardware-cpu-amd-cc, esx-9.hardware-cpu-intel-cc, nsx-9.load-balancer-fips, vcenter-9.snmp3"
2.3.1,"2.3.1 For wireless environments connected to the CDE or transmitting account data, all wireless vendor defaults are changed at installation or are confirmed to be secure, including but not limited to:
 • Default wireless encryption keys.
 • Passwords on wireless access points.
 • SNMP defaults,
 • Any other security-related wireless vendor defaults.
 Applicability Notes
 This includes, but is not limited to, default wireless encryption keys, passwords on wireless access points, SNMP defaults, and any other security-related wireless vendor defaults.",IAC-10.8,"esx-9.ad-admin-group-name, esx-9.hardware-management-security, sddc-9.api-admin"
2.3.2,"2.3.2 For wireless environments connected to the CDE or transmitting account data, wireless encryption keys are changed as follows: 
 • Whenever personnel with knowledge of the key leave the company or the role for which the knowledge was necessary.
 • Whenever a key is suspected of or known to be compromised.",CRY-09.3,vcenter-9.native-key-provider-backup
3.3.2,"3.3.2 SAD that is stored electronically prior to completion of authorization is encrypted using strong cryptography. 
 Applicability Notes
 Whether SAD is permitted to be stored prior to authorization is determined by the organizations that manage compliance programs (for example, payment brands and acquirers). Contact these organizations for any additional criteria.
 This requirement applies to all storage of SAD, even if no PAN is present in the environment. 
 Refer to Requirement 3.2.1 for an additional requirement that applies if SAD is stored prior to completion of authorization.
 Issuers and companies that support issuing services, where there is a legitimate and documented business need to store SAD, are not required to meet this requirement. A legitimate business need is one that is necessary for the performance of the function being provided by or for the issuer. 
 Refer to Requirement 3.3.3 for requirements specifically for these entities. 
 This requirement does not replace how PIN blocks are required to be managed, nor does it mean that a properly encrypted PIN block needs to be encrypted again. 
 This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment.","CRY-01, CRY-05","esx-9.entropy, esx-9.hardware-cpu-amd-cc, esx-9.hardware-cpu-intel-cc, esx-9.memory-tiering-encryption, esx-9.tpm-configuration, nsx-9.load-balancer-fips, vcenter-9.snmp3, vsan-9.encryption-rest"
3.4,3.4 Access to displays of full PAN and ability to copy PAN are restricted.,IAC-21,"esx-9.ad-admin-group-autoadd, esx-9.lockdown-dcui-access, esx-9.lockdown-exception-users, vcf-9.permissions-roles, vm-9.isolation-device-connectable-deactivate, vm-9.pci-passthrough"
3.4.2,"3.4.2 When using remote-access technologies, technical controls prevent copy and/or relocation of PAN for all personnel, except for those with documented, explicit authorization and a legitimate, defined business need.
 Applicability Notes
 Storing or relocating PAN onto local hard drives, removable electronic media, and other storage devices brings these devices into scope for PCI DSS.
 This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment.","IAC-21, NET-14","esx-9.ad-admin-group-autoadd, esx-9.lockdown-dcui-access, esx-9.lockdown-exception-users, pnr-9.ssh, vcf-9.permissions-roles, vm-9.isolation-device-connectable-deactivate, vm-9.pci-passthrough"
3.5,3.5 PAN is secured wherever it is stored.,CRY-05,"esx-9.memory-tiering-encryption, esx-9.tpm-configuration, vsan-9.encryption-rest"
3.5.1.1,"3.5.1.1 Hashes used to render PAN unreadable (per the first bullet of Requirement 3.5.1), are keyed cryptographic hashes of the entire PAN, with associated key-management processes and procedures in accordance with Requirements 3.6 and 3.7.
 Applicability Notes
 All Applicability Notes for Requirement 3.5.1 also apply to this requirement.
 Key-management processes and procedures (Requirements 3.6 and 3.7) do not apply to system components used to generate individual keyed hashes of a PAN for comparison to another system if:
 • The system components only have access to one hash value at a time (hash values are not stored on the system)
 AND
 • There is no other account data stored on the same system as the hashes.
 This requirement is considered a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment. This requirement will replace the bullet in Requirement 3.5.1 for one-way hashes once its effective date is reached.",CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
3.5.1.2,"3.5.1.2 If disk-level or partition-level encryption (rather than file-, column-, or field-level database encryption) is used to render PAN unreadable, it is implemented only as follows :
 • On removable electronic media
 OR
 • If used for non-removable electronic media, PAN is also rendered unreadable via another mechanism that meets Requirement 3.5.1. 
 Note: Disk or partition encryption implementations must also meet all other PCI DSS encryption and key-management requirements. 
 Applicability Notes
 This requirement applies to any encryption method that provides clear-text PAN automatically when a system runs, even though an authorized user has not specifically requested that data.
 While disk or partition encryption may still be present on these types of devices, it cannot be the only mechanism used to protect PAN stored on those systems. Any stored PAN must also be rendered unreadable per Requirement 3.5.1—for example, through truncation or a data-level encryption mechanism. Full disk encryption helps to protect data in the event of physical loss of a disk and therefore its use is appropriate only for removable electronic media storage devices.
 Media that is part of a data center architecture (for example, hot-swappable drives, bulk tape-backups) is considered non-removable electronic media to which Requirement 3.5.1 applies. 
 Disk or partition encryption implementations must also meet all other PCI DSS encryption and key-management requirements. 
 For issuers and companies that support issuing services: This requirement does not apply to PANs being accessed for real-time transaction processing. However, it does apply to PANs stored for other purposes.
 This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment.",CRY-05,"esx-9.memory-tiering-encryption, esx-9.tpm-configuration, vsan-9.encryption-rest"
3.5.1.3,"3.5.1.3 If disk-level or partition-level encryption is used (rather than file-, column-, or field--level database encryption) to render PAN unreadable, it is managed as follows:, 
 • Logical access is managed separately and independently of native operating system authentication and access control mechanisms. 
 • Decryption keys are not associated with user accounts. 
 • Authentication factors (passwords, passphrases, or cryptographic keys) that allow access to unencrypted data are stored securely.
 Applicability Notes
 Disk or partition encryption implementations must also meet all other PCI DSS encryption and key-management requirements.",CRY-05,"esx-9.memory-tiering-encryption, esx-9.tpm-configuration, vsan-9.encryption-rest"
3.6,3.6 Cryptographic keys used to protect stored account data are secured.,CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
3.6.1,"3.6.1 Procedures are defined and implemented to protect cryptographic keys used to protect stored account data against disclosure and misuse that include: 
 • Access to keys is restricted to the fewest number of custodians necessary. 
 • Key-encrypting keys are at least as strong as the data-encrypting keys they protect. 
 • Key-encrypting keys are stored separately from data-encrypting keys. 
 • Keys are stored securely in the fewest possible locations and forms.
 Applicability Notes
 This requirement applies to keys used to protect stored account data and to key-encrypting keys used to protect data-encrypting keys.
 The requirement to protect keys used to protect stored account data from disclosure and misuse applies to both data-encrypting keys and key-encrypting keys. Because one key-encrypting key may grant access to many data-encrypting keys, the key-encrypting keys require strong protection measures.","CRY-08.1, CRY-09, CRY-09.3","esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vcenter-9.native-key-provider-backup, vsan-9.rekey-interval"
